"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.74.18.60","52.109.68.4","TLSv1.2","105","Application Data"
"2","0.005568023","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.17.110? Tell 10.74.17.168"
"3","0.007963211","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.17.12? Tell 10.74.17.168"
"4","0.010438191","52.109.68.4","10.74.18.60","TLSv1.2","105","Application Data"
"5","0.010479697","10.74.18.60","52.109.68.4","TCP","66","43252  >  443 [ACK] Seq=40 Ack=40 Win=671 Len=0 TSval=2994689652 TSecr=2627382535"
"6","0.231765577","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.27? Tell 10.74.16.1"
"7","0.278174994","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"8","0.278663037","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.24? Tell 10.74.16.1"
"9","0.441122330","10.74.16.187","224.0.0.251","MDNS","141","Standard query response 0x0000 PTR {""nm"":""Redmi Note 9 Pro"",""as"":""[8194]"",""ip"":""187""}._mi-connect._udp.local"
"10","0.458995176","fe80::30de:70ff:fed1:22e0","ff02::fb","MDNS","161","Standard query response 0x0000 PTR {""nm"":""Redmi Note 9 Pro"",""as"":""[8194]"",""ip"":""187""}._mi-connect._udp.local"
"11","1.000828571","10.74.18.60","52.123.128.14","TLSv1.2","93","Application Data"
"12","1.010203973","52.123.128.14","10.74.18.60","TCP","60","443  >  43566 [ACK] Seq=1 Ack=40 Win=49154 Len=0"
"13","1.010204481","52.123.128.14","10.74.18.60","TLSv1.2","93","Application Data"
"14","1.010266230","10.74.18.60","52.123.128.14","TCP","54","43566  >  443 [ACK] Seq=40 Ack=40 Win=684 Len=0"
"15","1.212171452","Cisco_e4:78:c3","PVST+","STP","64","Conf. Root = 32768/16/2c:33:11:e4:78:c0  Cost = 0  Port = 0x8004"
"16","1.303468018","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"17","1.377775246","52.123.128.14","10.74.18.60","TCP","60","443  >  37688 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"18","1.631506507","Intel_fe:d0:58","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.16.161"
"19","1.692808911","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.25? Tell 10.74.16.1"
"20","1.763286711","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.28? Tell 10.74.16.1"
"21","1.861634716","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.26? Tell 10.74.16.1"
"22","2.001462893","10.74.18.60","20.50.73.9","TLSv1.2","105","Application Data"
"23","2.001688260","10.74.18.60","40.101.124.194","TLSv1.2","105","Application Data"
"24","2.020867848","40.101.124.194","10.74.18.60","TLSv1.2","105","Application Data"
"25","2.020923323","10.74.18.60","40.101.124.194","TCP","66","55198  >  443 [ACK] Seq=40 Ack=40 Win=609 Len=0 TSval=979411213 TSecr=63453915"
"26","2.022868050","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.17.111? Tell 10.74.17.168"
"27","2.026969314","20.50.73.9","10.74.18.60","TLSv1.2","105","Application Data"
"28","2.026995544","10.74.18.60","20.50.73.9","TCP","66","33390  >  443 [ACK] Seq=40 Ack=40 Win=623 Len=0 TSval=3379971980 TSecr=26679506"
"29","2.252854732","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.27? Tell 10.74.16.1"
"30","2.305061877","20.74.67.0","10.74.18.60","TCP","60","443  >  38240 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31","2.318015504","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.24? Tell 10.74.16.1"
"32","2.325993402","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"33","2.583770491","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"34","2.585369122","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 A parakou3.local, ""QM"" question"
"35","2.585369556","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 A parakou3.local, ""QM"" question"
"36","2.587949219","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0xb815 A parakou3"
"37","2.588117520","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"38","2.588117710","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"39","2.588131223","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0xb815 A parakou3"
"40","2.596214183","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x56ff AAAA parakou3"
"41","2.596716680","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x56ff AAAA parakou3"
"42","2.721089442","10.74.18.60","20.190.160.2","TCP","54","45566  >  443 [ACK] Seq=1 Ack=1 Win=638 Len=0"
"43","2.738521064","20.190.160.2","10.74.18.60","TCP","60","[TCP ACKed unseen segment] 443  >  45566 [ACK] Seq=1 Ack=2 Win=16385 Len=0"
"44","2.850314384","10.74.16.187","224.0.0.251","MDNS","141","Standard query response 0x0000 PTR {""nm"":""Redmi Note 9 Pro"",""as"":""[8194]"",""ip"":""187""}._mi-connect._udp.local"
"45","2.850314751","fe80::30de:70ff:fed1:22e0","ff02::fb","MDNS","161","Standard query response 0x0000 PTR {""nm"":""Redmi Note 9 Pro"",""as"":""[8194]"",""ip"":""187""}._mi-connect._udp.local"
"46","2.997569755","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x56ff AAAA parakou3"
"47","2.997570303","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0xb815 A parakou3"
"48","2.997570413","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x56ff AAAA parakou3"
"49","2.998977032","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0xb815 A parakou3"
"50","3.002436868","10.74.18.60","13.107.6.163","TLSv1.2","93","Application Data"
"51","3.002624487","10.74.18.60","52.98.159.18","TLSv1.2","112","Application Data"
"52","3.019941018","13.107.6.163","10.74.18.60","TCP","60","443  >  47346 [ACK] Seq=1 Ack=40 Win=16384 Len=0"
"53","3.019941395","13.107.6.163","10.74.18.60","TLSv1.2","93","Application Data"
"54","3.020002427","10.74.18.60","13.107.6.163","TCP","54","47346  >  443 [ACK] Seq=40 Ack=40 Win=623 Len=0"
"55","3.023343406","52.98.159.18","10.74.18.60","TLSv1.2","112","Application Data"
"56","3.023369150","10.74.18.60","52.98.159.18","TCP","66","44272  >  443 [ACK] Seq=47 Ack=47 Win=1383 Len=0 TSval=229640189 TSecr=484703326"
"57","3.212184854","Cisco_e4:78:c3","PVST+","STP","64","Conf. Root = 32768/16/2c:33:11:e4:78:c0  Cost = 0  Port = 0x8004"
"58","3.345284178","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"59","3.350026200","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"60","3.602291251","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"61","3.602291778","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"62","3.680037343","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.25? Tell 10.74.16.1"
"63","3.726726970","Ubiquiti_f7:5e:40","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.16.43"
"64","3.784246558","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.28? Tell 10.74.16.1"
"65","3.826261244","ProxmoxServe_6f:81:e8","Broadcast","ARP","60","Who has 10.74.17.251? Tell 10.74.18.6"
"66","3.855629506","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.26? Tell 10.74.16.1"
"67","3.876592095","10.74.16.114","224.0.0.251","MDNS","115","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"68","3.876592879","fe80::19:7007:9a54:a681","ff02::fb","MDNS","135","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"69","3.881207641","fe80::19:7007:9a54:a681","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"70","4.102811018","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"71","4.282655968","42:d4:47:1b:a4:2d","Broadcast","ARP","60","Who has 10.74.16.114? Tell 10.74.18.59"
"72","4.292168923","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.27? Tell 10.74.16.1"
"73","4.298161203","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.24? Tell 10.74.16.1"
"74","4.374487229","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"75","4.853256953","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"76","4.858676319","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x389a AAAA parakou3"
"77","4.863647753","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x8f8b A parakou3"
"78","4.863648244","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 A parakou3.local, ""QM"" question"
"79","4.863648354","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 A parakou3.local, ""QM"" question"
"80","4.863648461","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"81","4.863648571","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"82","4.863648678","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x8f8b A parakou3"
"83","4.863723061","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x389a AAAA parakou3"
"84","4.864584380","ProxmoxServe_6f:81:e8","Broadcast","ARP","60","Who has 10.74.17.251? Tell 10.74.18.6"
"85","4.924441715","10.74.16.114","224.0.0.251","MDNS","234","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Ordinateur portable de Dylan._companion-link._tcp.local PTR MacBook Pro M3 pro._airplay._tcp.local PTR Ordinateur portable de Dylan._airplay._tcp.local"
"86","4.924442089","fe80::19:7007:9a54:a681","ff02::fb","MDNS","254","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Ordinateur portable de Dylan._companion-link._tcp.local PTR MacBook Pro M3 pro._airplay._tcp.local PTR Ordinateur portable de Dylan._airplay._tcp.local"
"87","5.146289273","10.74.18.59","224.0.0.251","MDNS","917","Standard query response 0x0000 PTR MacBook Air de Paul._airplay._tcp.local PTR MacBook Air de Paul._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Paul.local TXT, cache flush SRV, cache flush 0 0 50387 MacBook-Air-de-Paul.local AAAA, cache flush fe80::30:aa65:ec0:509d A, cache flush 10.74.18.59 NSEC, cache flush MacBook Air de Paul._airplay._tcp.local NSEC, cache flush MacBook Air de Paul._companion-link._tcp.local NSEC, cache flush MacBook-Air-de-Paul.local"
"88","5.146316521","fe80::30:aa65:ec0:509d","ff02::fb","MDNS","937","Standard query response 0x0000 PTR MacBook Air de Paul._airplay._tcp.local PTR MacBook Air de Paul._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Paul.local TXT, cache flush SRV, cache flush 0 0 50387 MacBook-Air-de-Paul.local AAAA, cache flush fe80::30:aa65:ec0:509d A, cache flush 10.74.18.59 NSEC, cache flush MacBook Air de Paul._airplay._tcp.local NSEC, cache flush MacBook Air de Paul._companion-link._tcp.local NSEC, cache flush MacBook-Air-de-Paul.local"
"89","5.212192118","Cisco_e4:78:c3","PVST+","STP","64","Conf. Root = 32768/16/2c:33:11:e4:78:c0  Cost = 0  Port = 0x8004"
"90","5.269352304","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x8f8b A parakou3"
"91","5.269391486","fe80::bc32:3446:332f:69b6","ff02::1:3","LLMNR","88","Standard query 0x389a AAAA parakou3"
"92","5.275029047","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x389a AAAA parakou3"
"93","5.275068133","10.74.17.126","224.0.0.252","LLMNR","68","Standard query 0x8f8b A parakou3"
"94","5.398114571","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"95","5.619519083","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"96","5.691922830","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.25? Tell 10.74.16.1"
"97","5.726042164","10.74.17.168","10.74.19.255","UDP","86","57621  >  57621 Len=44"
"98","5.805821064","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.28? Tell 10.74.16.1"
"99","5.833881075","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.26? Tell 10.74.16.1"
"100","5.856712222","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"101","5.858231807","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 AAAA parakou3.local, ""QM"" question"
"102","5.858232268","10.74.17.126","224.0.0.251","MDNS","74","Standard query 0x0000 A parakou3.local, ""QM"" question"
"103","5.860904920","fe80::bc32:3446:332f:69b6","ff02::fb","MDNS","94","Standard query 0x0000 A parakou3.local, ""QM"" question"
"104","5.888627058","ProxmoxServe_6f:81:e8","Broadcast","ARP","60","Who has 10.74.17.251? Tell 10.74.18.6"
"105","6.241593886","10.74.17.77","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"106","6.279877927","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.27? Tell 10.74.16.1"
"107","6.309807953","ProxmoxServe_2a:da:19","Broadcast","ARP","60","Who has 10.74.16.24? Tell 10.74.16.1"
"108","6.358580489","10.74.17.126","10.74.19.255","NBNS","92","Name query NB PARAKOU3<00>"
"109","6.386640374","52.123.128.14","10.74.18.60","TCP","60","443  >  43566 [RST, ACK] Seq=40 Ack=40 Win=0 Len=0"
"110","6.422067982","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"111","6.720404276","10.74.16.43","239.254.127.63","UDP","130","48000  >  48000 Len=88"
"112","6.724325460","Intel_18:07:f4","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"113","6.725211708","Ubiquiti_f7:5e:40","ESIS-all-multicast-announcements","RRB","78","Ethernet II"
"114","6.731415393","10.74.16.41","239.254.127.63","UDP","130","48000  >  48000 Len=88"
"115","6.738392882","0.0.0.0","255.255.255.255","DHCP","344","DHCP Request  - Transaction ID 0x10c8d60a"
"116","6.739584669","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.17.168"
"117","6.740817858","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"118","6.744446097","10.74.16.43","239.254.127.63","UDP","130","48000  >  48000 Len=88"
"119","6.758022017","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.17.168? (ARP Probe)"
"120","6.759033399","::","ff02::1:ffc1:de7","ICMPv6","78","Neighbor Solicitation for fe80::11ce:4bd9:ac1:de7"
"121","6.759526300","fe80::11ce:4bd9:ac1:de7","ff02::2","ICMPv6","62","Router Solicitation"
"122","6.761618566","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"123","6.851678906","fe80::11ce:4bd9:ac1:de7","ff02::1:2","DHCPv6","120","Information-request XID: 0x8fbbd5 CID: 000100012fa6211cc4d6d392e088 "
"124","6.853906674","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"125","6.878013915","fe80::11ce:4bd9:ac1:de7","ff02::1:3","LLMNR","85","Standard query 0xc220 ANY roman"
"126","6.878014429","10.74.17.168","224.0.0.252","LLMNR","65","Standard query 0xc220 ANY roman"
"127","6.878078444","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"128","6.879635272","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"129","6.882418667","10.74.16.159","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"130","6.882419178","10.74.16.159","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"131","6.882419365","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"132","6.882419515","10.74.16.159","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"133","6.882419688","10.74.16.159","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"134","6.882419839","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"135","6.882419999","10.74.16.159","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"136","6.882505556","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"137","6.883042775","10.74.16.159","10.74.19.255","UDP","86","57621  >  57621 Len=44"
"138","6.892554715","42:d4:47:1b:a4:2d","Broadcast","ARP","60","Who has 10.74.16.159? Tell 10.74.18.59"
"139","6.990567919","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.17.168"
"140","6.995808923","fe80::19:7007:9a54:a681","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"141","7.015801500","10.74.16.159","224.0.0.251","MDNS","506","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _spotify-social-listening._tcp.local, ""QU"" question PTR _daap._tcp.local, ""QU"" question PTR _touch-remote._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _apple-mobdev._tcp.local, ""QU"" question PTR 96de080c._sub._apple-mobdev2._tcp.local, ""QU"" question PTR _apple-pairable._tcp.local, ""QU"" question PTR _itsdlgt._tcp.local, ""QU"" question TXT MacBook Pro de C\303\251dric._airplay._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"142","7.015909737","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","526","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _spotify-social-listening._tcp.local, ""QU"" question PTR _daap._tcp.local, ""QU"" question PTR _touch-remote._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _apple-mobdev._tcp.local, ""QU"" question PTR 96de080c._sub._apple-mobdev2._tcp.local, ""QU"" question PTR _apple-pairable._tcp.local, ""QU"" question PTR _itsdlgt._tcp.local, ""QU"" question TXT MacBook Pro de C\303\251dric._airplay._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"143","7.016601198","10.74.16.159","224.0.0.251","MDNS","238","Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cedric.local PTR, cache flush MacBook-Pro-de-Cedric.local NSEC, cache flush D.F.5.F.8.7.9.8.B.7.4.F.3.C.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 159.16.74.10.in-addr.arpa"
"144","7.016739536","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","258","Standard query response 0x0000 PTR, cache flush MacBook-Pro-de-Cedric.local PTR, cache flush MacBook-Pro-de-Cedric.local NSEC, cache flush D.F.5.F.8.7.9.8.B.7.4.F.3.C.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 159.16.74.10.in-addr.arpa"
"145","7.071730577","10.74.18.1","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question"
"146","7.072566169","fe80::44a:64cd:b9dc:1aa2","ff02::fb","MDNS","111","Standard query 0x0000 PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question"
"147","7.131022348","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x9d726c7d"
"148","7.138725961","fe80::1cc3:f47b:8978:f5fd","ff02::2","ICMPv6","70","Router Solicitation from 2e:dc:9c:6d:d0:56"
"149","7.149389251","2e:dc:9c:6d:d0:56","Broadcast","ARP","60","ARP Announcement for 10.74.16.159"
"150","7.175371659","2e:dc:9c:6d:d0:56","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.16.159"
"151","7.212110031","Cisco_e4:78:c3","PVST+","STP","64","Conf. Root = 32768/16/2c:33:11:e4:78:c0  Cost = 0  Port = 0x8004"
"152","7.241237690","10.74.17.77","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"153","7.259071643","Intel_18:07:f4","Broadcast","ARP","60","Who has 10.74.16.1? Tell 10.74.17.168"
"154","7.260138951","fe80::11ce:4bd9:ac1:de7","ff02::1:3","LLMNR","85","Standard query 0xc220 ANY roman"
"155","7.260198785","10.74.17.168","224.0.0.252","LLMNR","65","Standard query 0xc220 ANY roman"
"156","7.261859468","fe80::11ce:4bd9:ac1:de7","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"157","7.382922350","10.74.16.159","224.0.0.251","MDNS","112","Standard query 0x0000 TXT 1A9E4CE455A2@MacBook Pro de C\303\251dric._raop._tcp.local, ""QU"" question"
"158","7.383009619","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","132","Standard query 0x0000 TXT 1A9E4CE455A2@MacBook Pro de C\303\251dric._raop._tcp.local, ""QU"" question"
"159","7.446801764","ProxmoxServe_69:bd:fe","Broadcast","ARP","60","Who has 10.74.16.2? Tell 10.74.16.50"
"160","7.514619323","10.74.16.159","224.0.0.251","MDNS","327","Standard query 0x0000 ANY MacBook Pro de C\303\251dric._airplay._tcp.local, ""QU"" question ANY 1A9E4CE455A2@MacBook Pro de C\303\251dric._raop._tcp.local, ""QU"" question ANY MacBook Pro de C\303\251dric._companion-link._tcp.local, ""QU"" question ANY MacBook-Pro-de-Cedric.local, ""QU"" question SRV 0 0 7000 MacBook-Pro-de-Cedric.local SRV 0 0 7000 MacBook-Pro-de-Cedric.local SRV 0 0 64608 MacBook-Pro-de-Cedric.local AAAA fe80::1cc3:f47b:8978:f5fd A 10.74.16.159"
"161","7.515744061","fe80::1cc3:f47b:8978:f5fd","ff02::fb","MDNS","347","Standard query 0x0000 ANY MacBook Pro de C\303\251dric._airplay._tcp.local, ""QU"" question ANY 1A9E4CE455A2@MacBook Pro de C\303\251dric._raop._tcp.local, ""QU"" question ANY MacBook Pro de C\303\251dric._companion-link._tcp.local, ""QU"" question ANY MacBook-Pro-de-Cedric.local, ""QU"" question SRV 0 0 7000 MacBook-Pro-de-Cedric.local SRV 0 0 7000 MacBook-Pro-de-Cedric.local SRV 0 0 64608 MacBook-Pro-de-Cedric.local AAAA fe80::1cc3:f47b:8978:f5fd A 10.74.16.159"
"162","7.557635029","10.74.16.130","224.0.0.251","MDNS","308","Standard query response 0x0000 TXT PTR, cache flush MacBook-Pro-M3-pro.local PTR, cache flush MacBook-Pro-M3-pro.local NSEC, cache flush 9.A.C.8.1.D.5.0.0.E.8.3.4.4.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 130.16.74.10.in-addr.arpa"
"163","7.557635506","10.74.16.130","224.0.0.251","MDNS","416","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _adisk._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _remotepairing-manual-pairing._tcp.local, ""QU"" question PTR _remotepairing._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _afpovertcp._tcp.local, ""QU"" question PTR _smb._tcp.local, ""QU"" question PTR _rfb._tcp.local, ""QU"" question PTR _adisk._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question TXT MacBook Pro M3 pro._airplay._tcp.local, ""QU"" question"
"164","7.557635620","fe80::444:38e0:5d1:8ca9","ff02::fb","MDNS","328","Standard query response 0x0000 TXT PTR, cache flush MacBook-Pro-M3-pro.local PTR, cache flush MacBook-Pro-M3-pro.local NSEC, cache flush 9.A.C.8.1.D.5.0.0.E.8.3.4.4.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 130.16.74.10.in-addr.arpa"
"165","7.557635730","fe80::444:38e0:5d1:8ca9","ff02::1:ffd7:f5ae","ICMPv6","86","Neighbor Solicitation for fe80::144e:db66:83d7:f5ae from 7e:c0:01:98:62:46"
